Ticker,Decision,Predicted_EV,Actual_Return,Win,Wallet_Before,Wallet_After
WBD,Buy,2.29274,2.97324,1,100,100.743
HIHO,Buy,9.14009,3.26797,1,100.743,101.566
BLNK,Buy,23.7308,-9.02439,0,101.566,99.2749
AFRM,Buy,5.89318,3.25918,1,99.2749,100.084
AVNT,Buy,4.83277,11.911,1,100.084,103.064
MCFT,Short,-1.75762,1.38533,0,103.064,102.707
BGC,Short,-1.76618,2.09597,0,102.707,102.169
AUID,Short,-11.924,-14.881,1,102.169,105.97
ASLE,Short,-2.65507,8.40036,0,105.97,103.744
NXTC,Short,-2.33546,-3.91061,1,103.744,104.759
HMY,Short,-8.81455,-8.80829,1,104.759,107.066
MHO,Buy,0.919597,-8.71863,0,107.066,104.732
BIO,Buy,3.02519,-1.42209,0,104.732,104.36
ACR,Buy,1.16654,-29.3729,0,104.36,96.6962
ELF,Short,-5.36572,1.65066,0,96.6962,96.2971
VRDN,Buy,4.7197,-11.3864,0,96.2971,93.5559
CARE,Skip,-0.0920395,3.1746,0,93.5559,93.5559
LYFT,Buy,1.66398,5.62749,1,93.5559,94.8721
CDP,Short,-5.5263,-1.81122,1,94.8721,95.3017
MAT,Buy,2.20441,1.85275,1,95.3017,95.7432
SWX,Buy,0.888195,2.39789,1,95.7432,96.3171
CHCT,Short,-2.83775,-0.0841751,1,96.3171,96.3374
BQ,Buy,29.0725,-9.97506,0,96.3374,93.935
CYN,Buy,6.05839,-8.20073,0,93.935,92.0091
GBTG,Buy,4.99702,-0.326797,0,92.0091,91.9339
TK,Buy,2.24346,-1.31111,0,91.9339,91.6326
SRDX,Buy,6.25433,5,1,91.6326,92.778
PLAY,Buy,35.5222,-57.1981,0,92.778,79.5112
WH,Buy,2.89854,-4.03941,0,79.5112,78.7082
NAAS,Buy,11.9835,-5.94595,0,78.7082,77.5383
VRTX,Buy,16.5331,-3.60959,0,77.5383,76.8386
GKOS,Buy,0.506132,1.08609,1,76.8386,77.0472
JOUT,Buy,0.953382,2.41071,1,77.0472,77.5115
SONO,Buy,1.93065,0.669856,1,77.5115,77.6413
HNST,Buy,2.57222,0.706714,1,77.6413,77.7785
TFC,Buy,1.75904,7.48813,1,77.7785,79.2346
NPFD,Short,-0.834919,0.997963,0,79.2346,79.0369
CHCT,Buy,2.10892,-10.2433,0,79.0369,77.0129
CWAN,Buy,3.06684,7.95902,1,77.0129,78.5453
TCBX,Short,-1.01801,7.54045,0,78.5453,77.0646
AGO,Short,-8.31599,13.7858,0,77.0646,74.4086
GENC,Skip,0.010709,1.36519,0,74.4086,74.4086
ZIP,Short,-2.96543,4.82833,0,74.4086,73.5104
APPN,Short,-3.56076,2.47508,0,73.5104,73.0556
NATR,Skip,0.204626,-2.73264,0,73.0556,73.0556
WINT,Short,-14.1016,-16.6389,1,73.0556,76.0945
LOCL,Short,-15.6095,19.5652,0,76.0945,72.3725
CPRT,Buy,5.05036,-0.932776,0,72.3725,72.2037
ON,Buy,2.53582,-6.13811,0,72.2037,71.0957
IOBT,Buy,1.5529,-29.2586,0,71.0957,65.8953
ETWO,Buy,6.72512,0.357782,1,65.8953,65.9542
GIII,Buy,6.49485,29.2228,1,65.9542,70.7727
CREX,Short,-5.92667,2.42588,0,70.7727,70.3434
SMID,Short,-3.1251,-11.5822,1,70.3434,72.3803
DSGN,Buy,0.877857,41.1323,1,72.3803,79.8232
LNG,Short,-3.35598,-4.68785,1,79.8232,80.7587
AMSC,Buy,1.6619,-9.06555,0,80.7587,78.9284
DTIL,Buy,24.0733,1.2605,1,78.9284,79.1771
OCSL,Skip,-0.494987,5.24691,0,79.1771,79.1771
LUMN,Buy,0.830362,-0.749548,0,79.1771,79.0287
RPID,Buy,17.1257,-10.2837,0,79.0287,76.997
ATKR,Buy,5.22308,1.56406,1,76.997,77.298
BARK,Buy,8.3052,-6.62983,0,77.298,76.0169
APPN,Buy,1.07633,4.27795,1,76.0169,76.8299
R,Short,-1.02915,1.42788,0,76.8299,76.5556
GRWG,Short,-1.7942,13.4367,0,76.5556,73.984
ARAV,Buy,27.9605,-26.5217,0,73.984,69.0785
GBIO,Buy,9.94454,16.5909,1,69.0785,71.9437
DIN,Buy,2.48698,-3.34686,0,71.9437,71.3417
JNPR,Short,-4.38418,10.9795,0,71.3417,69.3835
AGI,Short,-2.33821,0.759494,0,69.3835,69.2517
CVNA,Buy,102.847,7.50605,1,69.2517,70.5512
TRUE,Short,-2.34805,-1.69492,1,70.5512,70.8502
CC,Buy,4.06388,13.6919,1,70.8502,73.2754
MMSI,Buy,3.61155,0.847458,1,73.2754,73.4306
AGEN,Buy,2.0606,6.47059,1,73.4306,74.6185
BCH,Short,-1.35106,2.38288,0,74.6185,74.174
PXLW,Short,-19.1026,-15.0635,1,74.174,76.9673
CENX,Short,-2.00655,-3.76712,1,76.9673,77.6921
NSIT,Buy,9.82162,-17.313,0,77.6921,74.3294
AAPL,Skip,-0.145265,-15.9749,0,74.3294,74.3294
MRIN,Buy,17.6455,0,0,74.3294,74.3294
PB,Buy,0.774058,1.36905,1,74.3294,74.5838
CSTL,Buy,10.7382,-5.28765,0,74.5838,73.5979
CHRW,Buy,0.920252,3.97812,1,73.5979,74.3298
MSAI,Buy,0.526011,4.60829,1,74.3298,75.1862
PRG,Short,-5.40517,4.90394,0,75.1862,74.2644
BANC,Buy,0.850812,6.7658,1,74.2644,75.5205
FSFG,Buy,1.42035,5.98626,1,75.5205,76.6508
LASR,Short,-1.80935,-6.08279,1,76.6508,77.8164
AGYS,Short,-1.17557,-4.45783,1,77.8164,78.6836
RL,Short,-1.21001,-0.0228271,1,78.6836,78.6881
NHI,Skip,-0.254605,-4.64056,0,78.6881,78.6881
BBAR,Buy,5.33062,-14.1304,0,78.6881,75.9084
DEA,Short,-2.74699,-0.483942,1,75.9084,76.0002
FAST,Buy,7.48905,24.5093,1,76.0002,80.657
XPOF,Buy,2.1296,0.571429,1,80.657,80.7722
GRWG,Short,-3.53718,-26.9932,1,80.7722,86.2229
FIVE,Skip,-0.250591,7.67905,0,86.2229,86.2229
OLO,Buy,6.44169,-9.25297,0,86.2229,84.2284
