Ticker,Decision,Predicted_EV,Actual_Return,Win,Wallet_Before,Wallet_After
TSCO,Buy,2.60241,-8.94223,0,100,97.7644
AGEN,Buy,9.22174,-2.20994,0,97.7644,97.2243
DLTH,Buy,1.845,-3.9916,0,97.2243,96.2541
ENS,Buy,1.67274,10.585,1,96.2541,98.8012
UIS,Buy,2.40874,23.4483,1,98.8012,104.593
KR,Buy,0.709053,-3.82716,0,104.593,103.592
ATCH,Buy,2.23603,-6.48855,0,103.592,101.912
JFU,Buy,42.4759,-3.16804,0,101.912,101.105
G,Buy,0.667357,-1.20733,0,101.105,100.8
ETON,Short,-5.71179,1.69492,0,100.8,100.372
AUBN,Buy,2.58077,-0.0827967,0,100.372,100.352
ROKU,Short,-0.632825,2.57538,0,100.352,99.7056
LTRX,Buy,5.30171,34.1026,1,99.7056,108.206
NTRA,Short,-0.545327,15.9979,0,108.206,103.878
TAIT,Skip,-1.14065e-07,0,0,103.878,103.878
RMNI,Short,-10.5404,-16.5436,1,103.878,108.175
HFFG,Buy,1.90063,-3.11878,0,108.175,107.331
CXDO,Buy,5.81547,1.06444,1,107.331,107.617
PFGC,Buy,12.6601,-59.0395,0,107.617,91.7328
MAPS,Buy,37.5099,-4.947,0,91.7328,90.5983
NOMD,Short,-3.7512,-0.382409,1,90.5983,90.6849
AVNW,Short,-5.63414,9.67742,0,90.6849,88.4909
AEIS,Skip,0.239008,1.90349,0,88.4909,88.4909
IVR,Short,-0.808606,7.9638,0,88.4909,86.7291
KALU,Buy,2.63384,5.71429,1,86.7291,87.9681
ICE,Skip,0.43572,-4.42274,0,87.9681,87.9681
ASTS,Buy,4.90616,-24.539,0,87.9681,82.5714
BALL,Buy,3.22582,-0.594943,0,82.5714,82.4486
ECPG,Short,-3.69439,2.86624,0,82.4486,81.8578
ALRS,Buy,6.37451,21.5413,1,81.8578,86.2661
ITT,Buy,6.5806,12.1499,1,86.2661,88.8865
PT,Buy,16.7403,-20.3704,0,88.8865,84.3598
EQ,Buy,1.17535,-17.8082,0,84.3598,80.6041
HMY,Short,-11.9047,-22.5941,1,80.6041,85.157
PAYX,Buy,6.38983,-1.19828,0,85.157,84.9019
PSQH,Buy,8.63356,2.95858,1,84.9019,85.5299
LX,Short,-1.78404,22.4427,0,85.5299,80.7311
HROW,Buy,3.56664,-18.143,0,80.7311,77.0693
BFIN,Skip,0.31481,-1.23239,0,77.0693,77.0693
ITIC,Skip,0.0600987,-2.66946,0,77.0693,77.0693
QNCX,Buy,53.6388,-4.42478,0,77.0693,76.2168
KWR,Buy,0.647564,1.58273,1,76.2168,76.5184
LRFC,Buy,3.75795,0.386313,1,76.5184,76.5923
GES,Buy,7.26691,27.4406,1,76.5923,81.8466
FENG,Short,-17.1758,24.0654,0,81.8466,76.9224
CROX,Short,-7.39646,-12.4379,1,76.9224,79.3143
MNST,Short,-0.575103,-4.5,1,79.3143,80.2066
CMTL,Short,-2.66656,5.89191,0,80.2066,79.0252
PESI,Buy,2.15909,-7.80669,0,79.0252,77.4829
SHYF,Short,-2.3941,-12.0339,1,77.4829,79.8139
BLDR,Buy,2.34172,-1.79949,0,79.8139,79.4549
LGIH,Short,-5.06562,6.34337,0,79.4549,78.1948
BIDU,Short,-1.25524,18.1976,0,78.1948,74.6374
ABBV,Short,-0.919575,-0.203892,1,74.6374,74.6755
OXSQ,Buy,1.59688,2.5,1,74.6755,75.1422
BSET,Buy,2.71793,9.90099,1,75.1422,77.0022
TH,Buy,20.4096,5.02793,1,77.0022,77.9701
FE,Short,-4.17312,0.710655,0,77.9701,77.8315
CNVS,Buy,10.0113,-16.5429,0,77.8315,74.6127
PI,Short,-4.58876,-19.53,1,74.6127,78.2556
ELTX,Buy,5.50842,-12,0,78.2556,75.9079
SCYX,Buy,11.9945,-14.0049,0,75.9079,73.2502
BKU,Buy,2.95015,3.52875,1,73.2502,73.8964
CSBR,Short,-7.20499,-10.5337,1,73.8964,75.8424
QTRX,Short,-12.5129,-11.6883,1,75.8424,78.0586
CIO,Buy,1.67424,0.144092,1,78.0586,78.0867
BRKR,Buy,9.69106,5.7735,1,78.0867,79.2138
STG,Skip,0.200365,-16.2791,0,79.2138,79.2138
GDOT,Short,-1.78396,2.62679,0,79.2138,78.6936
SRDX,Short,-3.82263,-3.7037,1,78.6936,79.4223
BHC,Buy,4.09615,-6.58661,0,79.4223,78.1145
