Ticker,Decision,Predicted_EV,Actual_Return,Win,Wallet_Before,Wallet_After
MBWM,Short,-1.06364,-0.0616396,1,100,100.015
CNM,Short,-2.70529,7.01468,0,100.015,98.2615
FOXO,Buy,88.5307,-33.208,0,98.2615,90.1038
PINE,Buy,2.92806,-3.25248,0,90.1038,89.3711
SHW,Short,-1.63144,4.37007,0,89.3711,88.3948
STRM,Buy,30.3053,-8.82353,0,88.3948,86.4449
HLIO,Buy,2.74992,0.0316256,1,86.4449,86.4517
WING,Skip,-0.190526,-1.38383,0,86.4517,86.4517
TOI,Buy,20.0283,-1.75439,0,86.4517,86.0725
CASS,Buy,4.02779,-3.21012,0,86.0725,85.3818
THM,Buy,18.1039,-3.47222,0,85.3818,84.6406
FWRD,Buy,3.75915,-1.51422,0,84.6406,84.3202
MARA,Short,-2.29139,-2.64901,1,84.3202,84.8786
CMCT,Buy,0.931364,1.88235,1,84.8786,85.278
SRTS,Short,-18.9029,-6.33333,1,85.278,86.6283
ATCH,Short,-3.39565,-15.3439,1,86.6283,89.9513
EW,Skip,0.229828,4.41212,0,89.9513,89.9513
FLNC,Buy,2.31837,17.4932,1,89.9513,93.8852
URI,Short,-1.68453,-1.50138,1,93.8852,94.2376
HUIZ,Buy,4.76946,0.314218,1,94.2376,94.3116
ELTK,Buy,28.3455,5.13208,1,94.3116,95.5216
THM,Buy,9.77339,-15.3439,0,95.5216,91.8574
RSI,Buy,34.9117,9.97732,1,91.8574,94.1487
BRX,Buy,6.14088,6.67912,1,94.1487,95.7207
NGD,Buy,3.38111,-0.168776,0,95.7207,95.6803
DYAI,Buy,11.1382,-5.31178,0,95.6803,94.4098
PXLW,Buy,9.15151,4.12844,1,94.4098,95.3842
MBIN,Short,-5.63643,5.95238,0,95.3842,93.9648
VRA,Short,-1.51446,-3.2418,1,93.9648,94.7263
VBTX,Buy,2.42606,-6.72049,0,94.7263,93.1348
SXC,Buy,12.9516,4.92238,1,93.1348,94.2809
AGX,Short,-31469.1,6.38298,0,94.2809,92.7764
SDGR,Buy,1.29283,21.3478,1,92.7764,97.7278
REFI,Short,-0.659142,-0.438052,1,97.7278,97.8349
LNSR,Buy,10.5682,-4.11483,0,97.8349,96.8284
AFRM,Buy,9.4389,9.9842,1,96.8284,99.2453
COHN,Buy,29.1192,-4.34783,0,99.2453,98.1666
CARG,Buy,8.60649,5.02446,1,98.1666,99.3996
AX,Short,-4.10206,-4.89451,1,99.3996,100.616
RDWR,Buy,5.55944,1.80694,1,100.616,101.07
DWTX,Short,-10.1862,-0.282087,1,101.07,101.142
FOR,Buy,0.678266,-4.30816,0,101.142,100.052
MLM,Short,-5.58544,-3.43461,1,100.052,100.911
VRDN,Short,-12.8435,36.7816,0,100.911,91.6323
AIOT,Buy,1.92589,5.10204,1,91.6323,92.801
GORV,Buy,39.5915,900,1,92.801,301.603
CNDT,Buy,10.0139,-6.81818,0,301.603,296.462
AFBI,Skip,0.26938,-5.65657,0,296.462,296.462
JMSB,Buy,14.0534,5.45455,1,296.462,300.505
AXON,Buy,12.4892,-7.5658,0,300.505,294.821
ACIW,Skip,0.378195,-3.48411,0,294.821,294.821
FFWM,Skip,0.12547,4.1791,0,294.821,294.821
GNTX,Short,-2.3371,5.63521,0,294.821,290.668
ACEL,Skip,-0.478618,-7.3294,0,290.668,290.668
AXSM,Buy,8.34578,0.573365,1,290.668,291.084
CASS,Buy,4.05057,-5.60325,0,291.084,287.007
PIPR,Short,-1.3495,1.11694,0,287.007,286.205
CLYM,Buy,14.1885,-0.21361,0,286.205,286.053
WOOF,Short,-5.15233,-1.99485,1,286.053,287.479
IOT,Short,-5.05599,5.33715,0,287.479,283.643
BKE,Short,-2.58325,4.93685,0,283.643,280.143
MSPR,Buy,15.9904,-23.4234,0,280.143,263.738
AKTX,Buy,4.67746,-2.05455,0,263.738,262.383
BAH,Buy,10.1185,4.85504,1,262.383,265.568
AMAT,Short,-8.02689,-13.0667,1,265.568,274.243
LZ,Buy,2.97833,-1.40977,0,274.243,273.277
CLPT,Short,-1.94849,-0.149925,1,273.277,273.379
HUDI,Buy,99.6007,-7.32861,0,273.379,268.37
KO,Buy,0.832024,2.3058,1,268.37,269.917
ODP,Buy,4.13281,-3.72727,0,269.917,267.402
STR,Buy,0.757688,16.2803,1,267.402,278.286
A,Skip,0.0470625,-5.65978,0,278.286,278.286
WK,Skip,0.473324,14.4894,0,278.286,278.286
MGEE,Buy,2.92388,-0.404531,0,278.286,278.004
EVLV,Short,-8.81908,-1.1236,1,278.004,278.785
SD,Short,-2.49374,-13.984,1,278.785,288.531
ARBK,Short,-16.375,43.3333,0,288.531,257.274
BPMC,Short,-7.72498,0.965624,0,257.274,256.653
WLY,Short,-1.59082,-0.074001,1,256.653,256.7
MKTX,Buy,3.28317,8.61694,1,256.7,262.23
CEVA,Short,-0.854056,-2.8,1,262.23,264.066
VERX,Buy,15.27,-4.02091,0,264.066,261.411
NUS,Skip,0.07963,17.4286,0,261.411,261.411
BAFN,Buy,6.10364,-0.439698,0,261.411,261.124
SAN,Short,-3.0964,-4.54545,1,261.124,264.091
ESPR,Short,-1.1922,11.2414,0,264.091,256.669
BROG,Short,-4.67481,8.57143,0,256.669,251.169
ORLA,Buy,4.93179,-16.8776,0,251.169,240.572
PTC,Buy,2.08186,-1.13293,0,240.572,239.89
USNA,Buy,4.55013,1.52529,1,239.89,240.805
KWR,Short,-2.2285,1.67513,0,240.805,239.796
EYPT,Buy,8.0078,-10.3704,0,239.796,233.579
CVRX,Short,-6.82782,3.73754,0,233.579,231.397
HOMB,Skip,-0.432337,1.13107,0,231.397,231.397
NTRA,Short,-4.64184,3.34829,0,231.397,229.46
MIST,Buy,13.758,38.7387,1,229.46,251.682
PAC,Buy,2.36044,-2.11023,0,251.682,250.355
AMPH,Short,-2.03551,6.50954,0,250.355,246.28
AEYE,Short,-2.07975,21.4286,0,246.28,233.087
HWKN,Buy,1.50695,1.53621,1,233.087,233.982
