Ticker,Decision,Predicted_EV,Actual_Return,Win,Wallet_Before,Wallet_After
ALTG,Short,-5.86513,-7.82484,1,100,101.956
RDWR,Buy,1.37924,3.00781,1,101.956,102.723
ORIC,Skip,0.111653,16.5414,0,102.723,102.723
COHN,Buy,2.96912,14.8636,1,102.723,106.54
SPOT,Buy,5.87287,-5.50285,0,106.54,105.074
KOPN,Buy,4.78051,-8.42105,0,105.074,102.862
RMNI,Short,-0.717359,1.11111,0,102.862,102.576
WRB,Skip,0.223156,2.36588,0,102.576,102.576
MLCO,Short,-2.0015,-0.743494,1,102.576,102.767
GOVX,Short,-6.1494,-50.3704,1,102.767,115.708
TIL,Short,-2.17614,-10.5052,1,115.708,118.747
POAI,Buy,14.5439,17.1875,1,118.747,123.849
FLS,Skip,-0.222302,-0.992654,0,123.849,123.849
ONMD,Skip,0.0771432,0.750469,0,123.849,123.849
S,Buy,6.93979,-7.06033,0,123.849,121.663
COTY,Buy,4.68788,2.15633,1,121.663,122.319
FRME,Skip,-0.0220981,7.22826,0,122.319,122.319
ZION,Short,-1.41849,-16.3813,1,122.319,127.329
MAPS,Buy,5.3502,2.14205,1,127.329,128.01
EBF,Buy,3.04306,-5.81727,0,128.01,126.149
SPCB,Buy,66.6667,66.6667,1,126.149,147.174
IOR,Buy,6.31368,-4.86258,0,147.174,145.384
EFSC,Buy,1.90166,-3.56895,0,145.384,144.087
RGTI,Buy,2.41751,84.0971,1,144.087,174.381
BJ,Buy,2.84216,10.9142,1,174.381,179.139
INSP,Short,-8.58697,-8.58697,1,179.139,182.984
LUNR,Buy,11.5597,-15.5042,0,182.984,175.892
MBUU,Short,-1.32697,16.6011,0,175.892,168.592
GHC,Skip,0.321053,1.1674,0,168.592,168.592
RYI,Buy,5.13932,22.1188,1,168.592,177.914
COMP,Buy,5.79022,24.6998,1,177.914,188.901
ATMU,Buy,2.1713,-3.35103,0,188.901,187.318
CRWS,Buy,6.48483,-8.26446,0,187.318,183.448
AL,Skip,0.100032,0.424528,0,183.448,183.448
PCB,Short,-1.60932,7.62275,0,183.448,179.952
SHFS,Buy,5.56589,-21.2411,0,179.952,170.396
ZG,Buy,2.5023,9.25982,1,170.396,174.341
UPC,Buy,14.7935,-3.20197,0,174.341,172.945
ASO,Buy,1.44494,-3.57811,0,172.945,171.398
XIN,Skip,0.168983,-17.8661,0,171.398,171.398
QBTS,Short,-9.49768,261.257,0,171.398,59.4508
NRIX,Short,-1.73896,-24.0763,1,59.4508,63.0292
XHR,Buy,14.2438,9.37819,1,63.0292,64.507
EXR,Short,-1.11183,-1.43229,1,64.507,64.738
KLTR,Buy,12.1132,-5.34759,0,64.738,63.8725
PKOH,Buy,0.875187,-3.04233,0,63.8725,63.3867
LFUS,Short,-2.27276,-4.5085,1,63.3867,64.1011
CTLP,Short,-7.49903,-14.1414,1,64.1011,66.3673
NICE,Buy,1.22254,2.57016,1,66.3673,66.7938
MNSB,Buy,1.58079,-3.9548,0,66.7938,66.1334
HIW,Buy,1.5898,5.79646,1,66.1334,67.0917
FEMY,Short,-5.16911,-24.664,1,67.0917,71.2286
PPIH,Buy,0.938014,1.38298,1,71.2286,71.4749
MTD,Buy,2.69301,-5.56544,0,71.4749,70.4804
HEPS,Buy,1.98541,45.0764,1,70.4804,78.4229
XFOR,Buy,3.03371,-19.6746,0,78.4229,74.5656
LGIH,Short,-4.19227,-17.5726,1,74.5656,77.8413
SPH,Buy,0.814169,1.36565,1,77.8413,78.1071
SIFY,Short,-0.619443,44.3988,0,78.1071,69.4374
BL,Buy,5.2652,-1.03979,0,69.4374,69.2569
VTRS,Short,-2.28838,1.57017,0,69.2569,68.9851
F,Buy,0.860395,-10.4769,0,68.9851,67.1782
GRWG,Short,-3.93615,56.6667,0,67.1782,57.6613
FISI,Skip,-0.247678,6.72116,0,57.6613,57.6613
APLT,Buy,8.95441,-3.71622,0,57.6613,57.1256
USNA,Buy,1.72372,-4.21931,0,57.1256,56.523
ALLO,Buy,18.5096,-9.34979,0,56.523,55.2018
RTX,Skip,-0.013231,2.52488,0,55.2018,55.2018
TXRH,Buy,7.45665,5.41007,1,55.2018,55.9484
CPHC,Short,-0.768868,0.750469,0,55.9484,55.8435
CTRM,Skip,0.405725,-0.505051,0,55.8435,55.8435
FERG,Buy,1.3631,9.17816,1,55.8435,57.1248
BZ,Buy,5.94772,-22.4548,0,57.1248,53.918
AVTX,Short,-15.2683,-2.28571,1,53.918,54.2261
KIND,Buy,12.2779,15.5172,1,54.2261,56.3297
IRIX,Buy,2.42428,-14.3731,0,56.3297,54.3056
OLMA,Buy,2.2438,-17.3196,0,54.3056,51.9542
FAF,Buy,3.21696,9.04124,1,51.9542,53.1286
HIW,Buy,0.787698,2.30842,1,53.1286,53.4352
WY,Short,-4.21037,-6.29805,1,53.4352,54.2765
CMPX,Short,-14.7682,6.46766,0,54.2765,53.3989
FOUR,Buy,10.281,-3.06848,0,53.3989,52.9893
ANAB,Buy,0.592695,9.72276,1,52.9893,54.2773
SOHO,Buy,1.04856,-7.23077,0,54.2773,53.2961
WDH,Short,-7.23781,1.72414,0,53.2961,53.0664
HWKN,Buy,3.80987,13.2089,1,53.0664,54.8188
HOWL,Buy,5.78226,-40.3382,0,54.8188,49.2906
AOS,Buy,1.27856,-4.5,0,49.2906,48.736
PPTA,Short,-1.61836,1.19522,0,48.736,48.5904
ULH,Buy,1.89651,-16.9022,0,48.5904,46.5372
FLL,Buy,3.07629,28.5714,1,46.5372,49.8613
FLUX,Buy,11.5863,-15.1832,0,49.8613,47.9686
BTI,Buy,1.00611,-1.14199,0,47.9686,47.8317
STN,Buy,3.13586,0.886172,1,47.8317,47.9377
FRHC,Buy,1.15678,2.4865,1,47.9377,48.2357
NOA,Short,-0.579125,10.1478,0,48.2357,47.0119
CMCM,Short,-6.31939,-2.5641,1,47.0119,47.3133
MRKR,Short,-1.85686,17.4497,0,47.3133,45.2493
