Ticker,Decision,Predicted_EV,Actual_Return,Win,Wallet_Before,Wallet_After
DIS,Buy,6.2772,8.03443,1,100,102.009
BRZE,Buy,14.6067,-13.7406,0,102.009,98.5045
OB,Buy,5.96043,17,1,98.5045,102.691
VRA,Short,-0.638106,3.70861,0,102.691,101.739
HITI,Buy,18.6858,11.4754,1,101.739,104.658
COCO,Buy,14.3492,55.5556,1,104.658,119.193
PAG,Buy,3.16411,13.9839,1,119.193,123.36
PLBY,Buy,16.4657,43.9252,1,123.36,136.907
FGEN,Buy,20.7525,14.5873,1,136.907,141.9
ZIP,Short,-3.86998,-34.8578,1,141.9,154.265
SHCO,Buy,3.32463,-5.21236,0,154.265,152.255
ALLT,Buy,4.02893,-5.04505,0,152.255,150.335
UBSI,Buy,3.75767,-3.13602,0,150.335,149.156
CLIR,Buy,4.11915,12.5641,1,149.156,153.841
STIM,Buy,16.8198,-2.66667,0,153.841,152.816
WRLD,Short,-6.46123,-19.6809,1,152.816,160.334
HONE,Buy,12.1655,0.394341,1,160.334,160.493
DYN,Buy,33.9984,85.2151,1,160.493,194.684
AAON,Buy,7.23757,20.1815,1,194.684,204.506
IP,Buy,0.762269,-18.1677,0,204.506,195.218
BRFH,Buy,4.7423,54.3004,1,195.218,221.719
ELUT,Short,-6.86595,-44.9519,1,221.719,246.635
SABR,Buy,6.78943,-10.0807,0,246.635,240.42
HOG,Skip,-0.0887777,4.12053,0,240.42,240.42
ACB,Buy,28.9178,-59.8473,0,240.42,204.448
WTM,Buy,6.46832,28.4593,1,204.448,218.995
CDW,Buy,1.1081,10.2694,1,218.995,224.617
POWL,Buy,14.3513,-0.407404,0,224.617,224.388
MTSI,Buy,22.6145,22.3749,1,224.388,236.94
COLB,Buy,10.0048,-7.21576,0,236.94,232.666
BPRN,Buy,2.95132,0.825417,1,232.666,233.146
ATHA,Buy,28.0969,33.871,1,233.146,252.888
TR,Buy,0.584223,5.43089,1,252.888,256.321
SACH,Skip,-0.120818,12.7149,0,256.321,256.321
DDL,Buy,17.5537,-34.6386,0,256.321,234.125
PTC,Buy,6.70718,47.8681,1,234.125,262.143
AXTI,Buy,11.9157,13.964,1,262.143,271.294
CVR,Buy,0.640617,6.6597,1,271.294,275.811
ULTA,Buy,9.92421,-23.8978,0,275.811,259.333
CRDO,Buy,2.22352,-13.9792,0,259.333,250.27
GTLB,Short,-9.17639,23.972,0,250.27,235.271
LCID,Short,-2.67018,-64.2094,1,235.271,273.037
INZY,Buy,1.91057,-41.6411,0,273.037,244.613
SONO,Buy,16.2015,-2.5687,0,244.613,243.043
GS,Buy,3.75594,3.59792,1,243.043,245.229
CLDI,Buy,167.542,-57.5064,0,245.229,209.973
EPSN,Short,-0.719968,123.881,0,209.973,144.944
