Ticker,Decision,Predicted_EV,Actual_Return,Win,Wallet_Before,Wallet_After
SGRY,Short,-0.521606,1.09649,0,100,99.7259
MODG,Buy,0.622797,5.81608,1,99.7259,101.176
GLDG,Buy,3.68085,3.9604,1,101.176,102.178
ANGI,Skip,0.265908,2.33236,0,102.178,102.178
ARCC,Buy,0.529744,-1.41643,0,102.178,101.816
BDL,Buy,0.808644,2.51538,1,101.816,102.456
ADVM,Short,-2.02696,7.23136,0,102.456,100.604
GETY,Skip,0.236311,-0.507614,0,100.604,100.604
EVH,Buy,2.06017,-3.84489,0,100.604,99.6368
SLS,Buy,1.76537,-1.53846,0,99.6368,99.2536
TECX,Short,-5.5355,3.984,0,99.2536,98.265
AMSC,Buy,1.38135,-7.08061,0,98.265,96.5256
GOOD,Short,-2.49429,-3.31191,1,96.5256,97.3248
ESCA,Buy,6.19148,-31.6667,0,97.3248,89.6199
ACT,Skip,0.30987,-3.09245,0,89.6199,89.6199
AGAE,Short,-2.00738,-9.54545,1,89.6199,91.7586
DNN,Short,-2.47709,-8.18182,1,91.7586,93.6355
CLBT,Short,-3.63343,2.55403,0,93.6355,93.0376
RCON,Buy,19.08,15.6515,1,93.0376,96.678
GLBZ,Skip,-0.105117,2.83441,0,96.678,96.678
NA,Buy,1.83714,21.0937,1,96.678,101.776
JNPR,Short,-0.565304,4.86019,0,101.776,100.54
JBHT,Buy,2.13786,12.4687,1,100.54,103.674
ALTO,Buy,5.1229,-9.76781,0,103.674,101.142
DNA,Buy,6.68931,-7.63889,0,101.142,99.2105
LNKB,Short,-1.95853,-6.41628,1,99.2105,100.802
LEVI,Buy,3.18563,3.36559,1,100.802,101.65
CXAI,Skip,0.202165,0.30426,0,101.65,101.65
SWTX,Short,-1.55139,11.7063,0,101.65,98.6752
NVNO,Buy,11.4888,-8.47458,0,98.6752,96.5846
CPOP,Buy,0.824502,9.48276,1,96.5846,98.8743
PD,Short,-1.29954,-7.04337,1,98.8743,100.615
ZYXI,Buy,2.43092,-3.63636,0,100.615,99.7006
AMZN,Buy,2.02848,4.86111,1,99.7006,100.912
ESGR,Short,-2.05755,-2.7216,1,100.912,101.599
CLYM,Short,-2.12686,-0.31746,1,101.599,101.68
BG,Buy,6.68025,16.8907,1,101.68,105.973
ASB,Buy,1.9777,2.15334,1,105.973,106.544
SLNH,Buy,3.68716,17.5,1,106.544,111.205
SNDA,Skip,-0.105557,-1.81818,0,111.205,111.205
CISO,Short,-5.18596,-2.72727,1,111.205,111.963
PLUR,Buy,7.4051,11.5133,1,111.963,115.186
FARM,Skip,0.238595,7.02006,0,115.186,115.186
ESLT,Short,-3.97972,2.32132,0,115.186,114.517
RL,Buy,4.43392,-4.56311,0,114.517,113.211
ALLT,Short,-3.0757,1.07175,0,113.211,112.908
PEN,Buy,2.8874,4.91099,1,112.908,114.294
RMCF,Short,-5.2964,4.05797,0,114.294,113.134
BCBP,Buy,1.29542,2.03119,1,113.134,113.709
EQ,Buy,3.20992,11.2933,1,113.709,116.919
ELTK,Buy,4.13839,-4.29078,0,116.919,115.665
CPSH,Buy,4.26633,7.14286,1,115.665,117.73
SBEV,Short,-2.02713,-32.9268,1,117.73,127.422
NOW,Short,-1.79971,-6.69136,1,127.422,129.553
AERT,Buy,7.66739,-0.595966,0,129.553,129.36
MIRM,Buy,1.39581,7.08283,1,129.36,131.651
WOW,Short,-0.522265,0,0,131.651,131.651
KEYS,Buy,0.50641,0.859889,1,131.651,131.934
GRNT,Skip,0.0610018,-0.406504,0,131.934,131.934
CMCT,Skip,0.255257,7.54098,0,131.934,131.934
ONCO,Buy,20.465,11.3312,1,131.934,135.671
NFGC,Short,-5.95774,7.84914,0,135.671,133.009
AGNC,Buy,14.4322,12.6172,1,133.009,137.204
GRNT,Buy,0.983381,0,0,137.204,137.204
NEON,Buy,9.71041,77.3723,1,137.204,163.744
TITN,Short,-0.552312,-6.76383,1,163.744,166.513
CRDO,Skip,-0.440353,-6.69643,0,166.513,166.513
SNV,Short,-1.74558,-4.52261,1,166.513,168.395
EEFT,Short,-0.94195,9.6911,0,168.395,164.316
GRFS,Skip,-0.209063,1.45631,0,164.316,164.316
ATLC,Short,-1.03976,-7.16981,1,164.316,167.261
FPH,Buy,4.36661,5.32646,1,167.261,169.488
XCUR,Buy,18.0777,26.6087,1,169.488,180.763
LH,Short,-1.13488,0.582573,0,180.763,180.5
GIFT,Buy,9.40793,-8.3871,0,180.5,176.715
RHP,Buy,1.43579,3.28448,1,176.715,178.166
GSAT,Buy,1.17846,0,0,178.166,178.166
CGEM,Short,-13.6223,-17.4497,1,178.166,185.938
GRMN,Buy,3.24597,-14.8909,0,185.938,179.016
BW,Short,-2.23139,5.31609,0,179.016,176.637
DJCO,Short,-2.97832,15.5365,0,176.637,169.776
NWG,Buy,5.95661,11.1036,1,169.776,174.489
MKTW,Buy,6.83111,7.52688,1,174.489,177.773
HBI,Short,-0.914382,-0.849963,1,177.773,178.15
BCYC,Short,-5.60756,19.8928,0,178.15,169.291
ACAD,Short,-1.03342,-2.4295,1,169.291,170.319
MS,Buy,2.90455,4.26647,1,170.319,172.135
EME,Buy,6.77716,2.82842,1,172.135,173.353
CNC,Buy,0.588598,0.422932,1,173.353,173.536
IRBT,Buy,9.40925,-1.60507,0,173.536,172.84
OTLK,Skip,-0.137368,-17.6316,0,172.84,172.84
ASIX,Buy,6.20423,-0.271924,0,172.84,172.722
CLYM,Short,-7.90052,-16.8142,1,172.722,179.982
CNXC,Skip,0.0289562,3.30643,0,179.982,179.982
